word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
försöker tillverka	10		0	1	0	2	0	1	2	0	0	1	0	0	0	1	0	0	1	1	0	0
försöker matcha	10		0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	2
försöker blanda	10		0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	1	0	1	1	1
försöker skära	10		0	0	2	0	0	1	0	0	0	0	1	0	1	2	0	1	0	0	1	1
försöker bita	10		0	0	1	0	0	2	1	1	0	2	0	1	1	1	0	0	0	0	0	0
försöker undsätta	10		0	0	0	2	0	0	1	0	0	0	2	2	0	1	0	0	0	2	0	0
försöker röra	10		0	0	0	1	0	0	0	0	1	2	1	0	0	1	0	0	2	1	1	0
försöker rensa	10		0	0	0	1	0	1	4	0	0	0	0	0	0	1	2	0	0	1	0	0
försöker bearbeta	10		0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	2	1	2
försöker kapa	10		0	0	0	0	1	0	1	0	1	0	0	0	1	1	2	0	0	1	0	2
försöker strypa	10		0	0	0	0	0	2	0	1	0	0	0	1	2	1	1	2	0	0	0	0
försöker väja	10		0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0
försöker sko	10		0	0	0	0	0	1	0	0	0	1	0	1	1	1	2	3	0	0	0	0
försöker profilera	10		0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	3	0	0	1	0
försöker positionera	10		0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	2	1	3
försöker koncentrera	10		0	0	0	0	0	1	1	0	1	1	0	0	2	2	2	0	0	0	0	0
försöker kasta	10		0	0	0	0	0	1	0	0	1	2	1	0	2	2	1	0	0	0	0	0
försöker hyra	10		0	0	0	0	0	1	3	0	0	0	0	1	1	2	1	0	0	0	1	0
försöker krossa	10		0	0	0	0	0	0	1	4	0	0	0	0	2	1	1	0	0	0	0	1
försöker ersätta	10		0	0	0	0	0	0	0	1	2	1	2	0	0	2	0	0	0	0	0	2
försöker betala	10		0	0	0	0	0	0	0	0	2	2	0	0	1	1	1	0	0	0	2	1
försöker tolka	10		0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	0	1	1	0	0
försöker lista	10		0	0	0	0	0	0	0	0	0	1	4	1	1	0	2	0	0	1	0	0
försöker parera	10		0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	1	1	2	0
försöker avsätta	9		0	0	1	0	0	0	0	2	0	1	0	0	2	1	0	0	1	0	0	1
försöker uppfylla	9		0	0	0	1	0	0	0	0	0	1	0	3	0	0	2	1	0	0	1	0
försöker röja	9		0	0	0	1	0	0	1	0	0	3	1	1	0	1	0	1	0	0	0	0
försöker mobilisera	9		0	0	0	1	0	1	0	0	1	1	0	0	0	1	2	1	0	0	1	0
försöker försvåra	9		0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1
försöker störta	9		0	0	0	0	1	0	0	0	0	3	0	2	1	2	0	0	0	0	0	0
försöker skynda	9		0	0	0	0	0	2	0	0	0	1	0	2	2	0	0	1	1	0	0	0
försöker utöva	9		0	0	0	0	0	1	0	0	0	0	1	2	1	0	1	1	1	1	0	0
försöker anställa	9		0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	1	2
försöker tackla	9		0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	3	0	1	0
försöker utrota	9		0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	1	0	0	1	1
försöker smuggla	9		0	0	0	0	0	0	2	1	0	1	0	0	0	3	1	0	1	0	0	0
försöker skildra	9		0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	1	2	0	0	0
försöker inspirera	9		0	0	0	0	0	0	0	1	0	0	1	2	2	0	1	0	0	1	1	0
försöker bringa	9		0	0	0	0	0	0	1	0	2	0	0	2	1	0	0	1	1	0	0	1
försöker belysa	9		0	0	0	0	0	0	1	0	1	0	0	1	2	1	2	1	0	0	0	0
försöker släppa	9		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	1	2	1
försöker sopa	9		0	0	0	0	0	0	0	0	0	3	0	0	1	1	2	0	0	1	0	1
försöker bjuda	9		0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	1	2	0	0
försöker varna	9		0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	1	0	0	0
försöker undgå	9		0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	2	0	0	0
försöker intervjua	9		0	0	0	0	0	0	0	0	0	0	1	1	2	0	3	1	0	0	0	1
försöker motarbeta	8		0	1	0	0	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	1
försöker hota	8		0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	1	1	0	0
försöker engagera	8		1	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	1	0
försöker höra	8		0	0	1	0	0	0	0	0	0	1	0	1	1	2	1	1	0	0	0	0
försöker förhala	8		0	0	0	3	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0
försöker samverka	8		0	0	0	1	0	0	0	0	0	0	1	3	0	0	1	2	0	0	0	0
försöker utföra	8		0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	2	0	1	0	0
försöker effektivisera	8		0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	1	1	0	0	0
försöker värja	8		0	0	0	0	0	1	0	0	0	1	0	1	2	1	0	1	0	0	1	0
försöker underminera	8		0	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	1	1	0	0
försöker markera	8		0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	2	1
försöker kombinera	8		0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	1	1	0	1
försöker bärga	8		0	0	0	0	0	0	2	0	0	1	1	0	1	1	1	1	0	0	0	0
försöker upprätta	8		0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	0	0	0	1	1
försöker förutse	8		0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	2	1	0	0	0
försöker bedriva	8		0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	1	0	1
försöker hugga	8		0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	2	0	0	0	0
försöker vrida	8		0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	2
försöker täppa	8		0	0	0	0	0	0	0	0	0	1	1	1	3	2	0	0	0	0	0	0
försöker rikta	8		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	2
försöker undergräva	8		0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	1	0	0	0	1
försöker navigera	8		0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	2	0
försöker klättra	8		0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	2	0	0
försöker kopiera	8		0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	3	0	0	1
försöker bedöma	8		0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	1	0
försöker runda	8		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	1	1	0
försöker sända	7		0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	1	0
försöker klippa	7		0	1	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0	0	0	0
försöker avgöra	7		0	1	0	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0
försöker simma	7		0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1
försöker marknadsföra	7		0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	2	0	1	0
försöker återgå	7		0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0
försöker utöka	7		0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	1	0	0
försöker tömma	7		0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	1	0
försöker satsa	7		0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0
försöker lappa	7		0	0	0	0	0	2	1	1	0	0	0	1	0	2	0	0	0	0	0	0
försöker skylla	7		0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0
försöker uppmärksamma	7		0	0	0	0	0	0	0	1	0	2	1	0	0	2	0	0	1	0	0	0
försöker muta	7		0	0	0	0	0	0	1	1	0	0	1	0	1	2	1	0	0	0	0	0
försöker mildra	7		0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	2	0	0	0
försöker mana	7		0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	1	0	0	0
försöker lindra	7		0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	2	0	0	0
försöker framstå	7		0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	1	0
försöker forcera	7		0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	2	0	0
försöker tvätta	7		0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	1
försöker rymma	7		0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0
försöker påstå	7		0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	2	1	0
försöker fundera	7		0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	1	0	0
försöker testa	7		0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	1	1	0	0
försöker sno	7		0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1	0	1	0	0
försöker förhålla	7		0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	2	0	0	0
försöker flyga	7		0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	1
försöker blåsa	7		0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	2	0	0
försöker backa	7		0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	1	0	0	0
försöker vidta	7		0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	1	0
försöker tillmötesgå	7		0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	1	0	0	0
försöker sudda	7		0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	1	0
försöker rycka	7		0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0
försöker dryga	6		0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1
försöker bluffa	6		0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0
försöker skyla	6		0	0	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0
försöker avslöja	6		0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1
försöker verka	6		0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0
försöker spegla	6		0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0
försöker mörklägga	6		0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0
försöker måla	6		0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0
försöker intala	6		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
försöker elda	6		0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1
försöker värna	6		0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0
försöker vänja	6		0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0
försöker nysta	6		0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0
försöker formulera	6		0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0
försöker förnya	6		0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	1
försöker fiska	6		0	0	0	0	0	0	0	2	0	1	0	1	0	0	2	0	0	0	0	0
försöker rapportera	6		0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0	0	0	0	0
försöker placera	6		0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0
försöker känna	6		0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	1	0	0	0
försöker rida	6		0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0
försöker reglera	6		0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0
försöker kväva	6		0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0
försöker konkurrera	6		0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1
försöker härma	6		0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1	0	0
försöker förlänga	6		0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	1	0	0	0
försöker leka	6		0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0
försöker överrösta	6		0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	1
försöker återhämta	6		0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0
försöker råna	6		0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0
försöker kyssa	6		0	0	0	0	0	0	0	0	0	3	0	0	1	1	1	0	0	0	0	0
försöker underhålla	6		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0
försöker inskränka	6		0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0
försöker hejda	6		0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	1	0
försöker bevaka	6		0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	0
försöker bestämma	6		0	0	0	0	0	0	0	0	0	1	0	1	3	0	1	0	0	0	0	0
försöker kräva	6		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0
försöker överraska	6		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0
försöker vila	6		0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0
försöker strukturera	6		0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0
försöker rusta	6		0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1
försöker politisera	6		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0
försöker avdramatisera	6		0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	0	0
försöker smutskasta	6		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	2
försöker binda	6		0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0
försöker sortera	6		0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0
försöker ladda	6		0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0
försöker landa	6		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1
försöker omintetgöra	5		1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
försöker genomdriva	5		0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0
försöker filma	5		0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0
försöker inta	5		1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
försöker återuppliva	5		0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
försöker befria	5		0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0
försöker variera	5		0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1
försöker spränga	5		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
försöker misskreditera	5		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
försöker förvandla	5		0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0
försöker skilja	5		0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0
försöker knuffa	5		0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
försöker ingripa	5		0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
försöker greppa	5		0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
försöker upprepa	5		0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0
försöker introducera	5		0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0
försöker ingjuta	5		0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0
försöker förbjuda	5		0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0
försöker avstyra	5		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0
försöker överträffa	5		0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0
försöker utmana	5		0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0
försöker sticka	5		0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0
försöker förminska	5		0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0
försöker erövra	5		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0
försöker bota	5		0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0
försöker avskräcka	5		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0
försöker avbryta	5		0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0
försöker värma	5		0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0
försöker vägleda	5		0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0
försöker upptäcka	5		0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0
försöker förstärka	5		0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0
försöker riva	5		0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0
försöker stabilisera	5		0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0
försöker passa	5		0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0
försöker omvandla	5		0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0
försöker klargöra	5		0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0
försöker avvärja	5		0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0
försöker avleda	5		0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0
försöker övervaka	5		0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0
försöker mäta	5		0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0
försöker likna	5		0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1
försöker varva	5		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1
försöker nyttja	5		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1
försöker maximera	5		0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0
försöker hushålla	5		0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0
försöker adressera	5		0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1
försöker rigga	5		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
försöker reducera	5		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0
försöker klistra	5		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0
försöker integrera	5		0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
försöker växla	5		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1
försöker sammanställa	5		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0
försöker kvala	5		0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0
försöker exportera	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0
försöker återvinna	4		0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
försöker läka	4		0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
försöker gestalta	4		0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
försöker beta	4		0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
försöker avsluta	4		0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
försöker återvända	4		0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker häva	4		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
försöker bena	4		0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
försöker korta	4		0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
försöker beställa	4		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
försöker överklaga	4		0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
försöker påvisa	4		0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
försöker koordinera	4		0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
försöker jämna	4		0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
försöker fungera	4		0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
försöker överbrygga	4		0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
försöker vänta	4		0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
försöker undanhålla	4		0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0
försöker sparka	4		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0
försöker slappna	4		0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
försöker samtala	4		0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1
försöker granska	4		0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
försöker förgöra	4		0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0
försöker exploatera	4		0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
försöker destabilisera	4		0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
försöker skoja	4		0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0
försöker dribbla	4		0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0
försöker utvärdera	4		0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0
försöker tyda	4		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0
försöker tillämpa	4		0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
försöker rättfärdiga	4		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0
försöker roffa	4		0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
försöker plugga	4		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1
försöker inleda	4		0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
försöker hälsa	4		0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
försöker forma	4		0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
försöker bättra	4		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
försöker besöka	4		0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
försöker desarmera	4		0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
försöker psyka	4		0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
försöker låna	4		0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
försöker växa	4		0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1
försöker utmåla	4		0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0
försöker upplysa	4		0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
försöker släta	4		0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
försöker räta	4		0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1
försöker förlöjliga	4		0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
försöker censurera	4		0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0
försöker uttrycka	4		0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
försöker utesluta	4		0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0
försöker surfa	4		0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
försöker smyga	4		0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0
försöker mörka	4		0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0
försöker låsa	4		0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0
försöker kraftsamla	4		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0
försöker ignorera	4		0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
försöker gissa	4		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
försöker distrahera	4		0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1
försöker anmäla	4		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
försöker tilltala	4		0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
försöker sära	4		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2
försöker svälja	4		0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0
försöker suga	4		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
försöker patrullera	4		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0
försöker normalisera	4		0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
försöker kurera	4		0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
försöker förtränga	4		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0
försöker aktivera	4		0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0
försöker utvidga	4		0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
försöker utpressa	4		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
försöker påtala	4		0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0
försöker nästla	4		0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
försöker fota	4		0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0
försöker distansera	4		0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0
