"word"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"
"Nå"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"5"	"1"	"1"	"0"	"1"	"3"	"0"	"0"
"nyproducera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"4"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"förvärvsarbeta"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"2"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"0"
"borstas"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"1"	"2"	"0"
"motdemonstrera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"5"	"0"	"2"	"0"
"lata"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"2"	"2"	"0"	"1"	"2"
"högläsa"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"2"	"3"	"0"
"Avveckla"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"3"	"2"	"1"	"3"	"0"
"avaktivera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"1"	"1"
"övertolka"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"1"	"2"	"1"	"0"	"0"	"3"	"1"	"1"	"0"
"måtta"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"1"	"3"	"2"	"0"	"1"	"2"	"0"	"0"
"finanisera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"4"	"1"	"2"	"0"	"0"	"2"	"0"	"1"	"0"
"dona"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"6"	"0"	"0"	"1"	"1"	"2"	"1"
"bredsida"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"4"	"2"	"0"
"överräcka"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"1"	"1"	"2"	"1"	"1"	"1"	"3"	"0"
"klacka"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"0"	"5"	"3"	"0"	"0"
"twerka"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"9"	"3"	"1"	"0"	"0"	"0"
"tillförsäkras"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"1"	"5"	"1"	"0"
"schasa"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"1"	"4"	"0"	"1"	"1"	"0"
"arbetsleda"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"1"	"3"	"0"	"1"
"inkallas"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"3"	"2"	"0"	"0"	"1"	"0"	"2"	"0"
"fippla"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"
"kontaminera"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"3"	"0"	"0"	"3"	"3"	"0"	"0"
"magasineras"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"3"	"2"	"0"	"1"	"2"	"2"
"arabiska"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"3"	"1"	"1"	"0"	"0"	"0"	"3"	"0"
"stödmata"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"4"	"7"	"0"	"1"	"0"	"0"	"0"
"korttidspermitteras"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14"	"0"	"0"	"0"
"snabbtestas"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"7"	"3"	"0"
"bortabesegra"	"13"	"2"	"0"	"2"	"0"	"0"	"2"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"vidtagas"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"2"	"2"	"1"	"1"	"0"	"0"
"uppfostras"	"13"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"2"
"beslå"	"13"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"3"	"0"	"0"	"1"
"ajourneras"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"1"
"teras"	"13"	"0"	"5"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"välsignas"	"13"	"0"	"4"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"sprinta"	"13"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"1"	"1"	"1"
"Förlora"	"13"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"
"funderas"	"13"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"återetableras"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"
"värmebehandla"	"13"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"1"
"Utse"	"13"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"2"	"3"	"0"	"1"	"0"	"0"
"tidsbegränsas"	"13"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"0"
"sumpa"	"13"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"Spåra"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"4"	"1"	"0"	"2"	"0"	"0"	"0"
"snarka"	"13"	"0"	"1"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"
"skärskådas"	"13"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"
"Skrämma"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"0"
"Redovisa"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"5"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"ransoneras"	"13"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"5"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"
"praktiseras"	"13"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"
"omskäras"	"13"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"
"lama"	"13"	"0"	"1"	"0"	"0"	"1"	"3"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"
"kungöras"	"13"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"
"inlemmas"	"13"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"
"graderas"	"13"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"förbigå"	"13"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"0"
"förbeställa"	"13"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"2"	"0"	"0"	"0"
"drämma"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"1"
"bevittnas"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"4"	"1"	"1"	"0"	"0"	"0"	"0"
"befolkas"	"13"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"0"
"avklaras"	"13"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"2"	"1"	"0"	"2"	"0"	"1"
"överblickas"	"13"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"
"vecklas"	"13"	"0"	"0"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"0"
"riskbedömas"	"13"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"3"	"2"	"0"	"1"
"rationaliseras"	"13"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"landas"	"13"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"
"förskottsbetala"	"13"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"
"vindsurfa"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"
"utmålas"	"13"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"1"
"stödrösta"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"4"	"0"
"Straffa"	"13"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"
"meta"	"13"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"0"	"1"	"0"	"0"	"3"	"0"
"leveras"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"0"	"2"	"0"
"inteckna"	"13"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"
"Fokusera"	"13"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"1"
"fickparkera"	"13"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"3"	"0"	"0"	"0"	"1"	"0"
"dopningstestas"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"1"	"2"	"0"
"djävlas"	"13"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"0"
"bloddopa"	"13"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"4"	"1"	"0"
"bestyckas"	"13"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"0"
"aviseras"	"13"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"2"	"1"	"0"	"1"	"1"
"at"	"13"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"Övervaka"	"13"	"0"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"0"
"övertolkas"	"13"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"2"	"0"	"0"	"0"
"revoltera"	"13"	"0"	"0"	"0"	"3"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"
"kompliceras"	"13"	"0"	"0"	"0"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"
"premiärspela"	"13"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"3"	"0"	"1"	"2"	"0"	"1"	"1"	"0"
"länspumpa"	"13"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"
"drilla"	"13"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"2"	"0"	"1"
"återväljas"	"13"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"1"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"utexaminera"	"13"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"utannonsera"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"3"	"2"	"0"	"1"	"1"	"0"
"tålas"	"13"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"3"	"0"	"0"	"0"	"1"	"1"
"tjuvfiska"	"13"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"0"
"serietillverkas"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"0"
"reprisera"	"13"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"3"	"2"	"2"	"0"	"0"	"0"
"pålas"	"13"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"1"	"2"	"0"	"0"	"0"	"0"
"Plugga"	"13"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"0"
"morra"	"13"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"2"	"2"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"marginaliseras"	"13"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	"2"	"2"	"1"	"0"	"0"	"0"
"lusläsa"	"13"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"3"	"0"	"0"	"0"
"Koppla"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"3"	"1"	"1"	"1"	"0"	"2"	"1"	"0"
"klämta"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"4"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"
"Inspirera"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"6"	"0"	"0"	"0"	"1"	"0"
"Hjälpas"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"0"	"1"	"0"	"3"	"1"
"ersätts"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"0"	"0"
"demonstreras"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"2"
"bygg"	"13"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"2"
"bulta"	"13"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"0"
"baxas"	"13"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"
"armbåga"	"13"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"3"	"2"	"0"	"0"	"1"	"1"	"0"	"1"
"tjänas"	"13"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"1"
"svartna"	"13"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"
"undvik"	"13"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"0"	"0"
"returneras"	"13"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"0"
"ljudisolera"	"13"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"0"	"2"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"hårdprioritera"	"13"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"0"	"0"	"1"
"överträdas"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"1"
"överbelastas"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"3"	"1"
"votera"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"
"pulsera"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"5"	"2"	"2"	"0"
"prejas"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"0"	"2"	"0"	"2"	"1"	"0"
"nalla"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"0"	"3"	"1"	"1"
"massproduceras"	"13"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"3"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"
"innbära"	"13"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"3"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"inhiberas"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"0"
"hysas"	"13"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"haussa"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"2"	"0"	"3"	"1"
"Försvåra"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"4"	"1"	"1"	"0"	"0"	"1"	"1"
"fucka"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"4"	"2"	"0"
"balla"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"0"
"avhumanisera"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"1"	"2"	"2"	"1"	"0"
"annulleras"	"13"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"3"	"1"	"0"	"0"
"Ange"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"0"
"absorberas"	"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"3"	"1"	"1"	"1"
"Kartlägga"	"13"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"0"	"1"	"1"	"0"
"fotsätta"	"13"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"0"	"1"	"1"	"1"
"buntas"	"13"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"
"vevas"	"13"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"2"	"0"	"0"
"omsluta"	"13"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"3"	"1"	"0"
"ömsa"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"2"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"utelämnas"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"2"	"1"	"0"
"tvångsförflyttas"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"1"
"trasa"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"
"sucka"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"4"	"1"	"0"	"0"	"1"	"0"	"2"	"0"
"ställ"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"0"	"1"	"2"	"0"
"Smitta"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"3"	"1"	"0"
"smiska"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"6"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"Rätta"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"4"	"0"	"1"	"1"	"1"	"0"	"2"	"0"
"nafsa"	"13"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"2"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"0"
