word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
kommer kalla	20		0	1	0	0	0	0	0	1	0	1	1	0	0	2	5	2	2	4	1	0
kommer upphöra	20		0	0	0	0	1	0	0	0	0	0	0	0	3	4	2	6	1	3	0	0
kommer producera	20		0	0	0	0	1	0	0	0	0	0	0	1	2	3	1	2	5	1	3	1
kommer sjunga	20		0	0	0	0	0	0	0	4	1	0	2	2	4	2	0	1	2	0	1	1
kommer kliva	20		0	0	0	0	0	0	0	0	0	2	1	4	0	3	1	4	0	1	2	2
kommer variera	20		0	0	0	0	0	0	0	0	0	0	2	2	5	3	2	3	1	1	0	1
Kommer se	20		0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	3	5	3	3	2
kommer tala	19		1	0	0	0	0	0	0	0	1	1	0	3	1	4	4	3	1	0	0	0
kommer omfatta	19		0	0	0	0	1	0	0	1	0	1	2	0	2	1	4	3	1	1	2	0
kommer uppleva	19		0	0	0	0	0	1	0	0	0	0	0	1	6	2	3	2	2	1	0	1
kommer dominera	19		0	0	0	0	0	1	0	0	1	3	2	1	0	1	3	1	1	1	4	0
kommer trafikera	19		0	0	0	0	0	0	0	1	1	0	0	1	5	1	0	1	3	1	4	1
kommer sänka	19		0	0	0	0	0	0	0	0	2	0	1	4	1	1	3	2	1	2	1	1
kommer trycka	19		0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	0	3	4	3	0
kommer störa	18		0	2	0	1	0	1	0	1	0	1	0	2	1	1	2	0	3	0	0	3
kommer utnyttja	18		0	1	0	0	0	1	0	0	0	0	1	0	3	2	4	1	1	2	2	0
kommer bistå	18		0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	4	3	1	2	1
kommer samla	18		0	0	0	1	0	0	0	0	1	0	0	0	3	3	2	4	1	2	0	1
kommer spärra	18		0	0	0	0	1	0	0	0	1	1	0	1	3	3	2	1	0	3	1	1
kommer sova	18		0	0	0	0	0	2	0	0	0	0	0	3	1	2	0	3	2	1	3	1
kommer hyra	18		0	0	0	0	0	2	0	0	1	0	3	1	1	1	3	2	0	2	2	0
kommer plocka	18		0	0	0	0	0	1	2	0	0	3	1	1	0	0	1	2	3	1	3	0
kommer kandidera	18		0	0	0	0	0	0	1	0	0	1	1	0	1	6	1	0	3	0	4	0
Kommer öka	18		0	0	0	0	0	0	0	1	0	1	0	1	2	1	2	2	2	3	2	1
Kommer kräva	18		0	0	0	0	0	0	0	0	2	2	2	0	0	3	2	4	1	2	0	0
kommer träda	18		0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	1	2	0	4	1
kommer skilja	17		0	0	0	1	0	0	0	0	1	1	0	3	2	0	3	2	1	0	2	1
kommer bilda	17		0	0	0	1	1	0	0	1	0	1	2	0	0	2	3	1	2	1	2	0
kommer förekomma	17		0	0	0	0	1	0	0	0	0	0	0	1	6	0	2	1	3	0	3	0
kommer tillsätta	17		0	0	0	0	0	2	1	0	1	0	1	3	3	0	1	0	3	1	1	0
kommer rikta	17		0	0	0	0	0	2	0	0	0	1	0	2	0	2	0	2	3	1	3	1
kommer behandla	17		0	0	0	0	0	0	0	0	1	1	1	0	3	4	3	2	2	0	0	0
kommer försvåra	17		0	0	0	0	0	0	0	0	0	2	2	1	0	1	2	1	2	2	3	1
kommer skada	17		0	0	0	0	0	0	0	0	0	1	0	1	1	2	4	2	1	3	1	1
kommer döda	17		0	0	0	0	0	0	0	0	0	0	1	2	3	2	3	2	3	1	0	0
kommer lida	16		0	0	0	1	0	0	0	0	0	3	1	2	2	1	1	0	4	0	1	0
kommer äta	16		0	0	0	0	0	1	0	2	0	0	2	0	0	0	2	3	1	2	2	1
kommer älska	16		0	0	0	0	0	0	0	1	0	2	3	1	1	0	1	3	2	1	0	1
kommer uppmana	16		0	0	0	0	0	0	0	0	1	0	0	2	0	5	2	0	2	4	0	0
kommer förhöra	16		0	0	0	0	0	0	0	0	0	3	0	2	2	3	0	1	1	1	1	2
kommer bedriva	16		0	0	0	0	0	0	0	0	0	1	1	3	2	1	0	1	2	4	1	0
kommer avvakta	16		0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	4	2	0	3	0
kommer bryta	15		0	0	1	0	0	0	0	1	1	0	1	2	2	2	3	0	0	1	1	0
kommer upptäcka	15		0	0	0	0	1	0	1	1	0	1	1	0	3	3	0	0	2	1	0	1
kommer smälta	15		0	0	0	0	1	0	0	0	0	2	2	0	0	0	2	1	5	0	1	1
kommer anmäla	15		0	0	0	0	0	1	0	1	0	0	1	1	2	3	2	2	2	0	0	0
kommer ringa	15		0	0	0	0	0	0	1	0	0	1	2	0	0	3	4	2	0	1	1	0
kommer sträcka	15		0	0	0	0	0	0	0	0	0	0	2	0	1	1	4	4	0	1	1	1
kommer ångra	15		0	0	0	0	0	0	0	0	0	0	0	3	1	2	4	1	1	1	2	0
kommer döma	14		0	0	1	0	1	0	0	2	1	0	1	1	1	2	1	1	1	0	0	1
kommer tillkomma	14		0	0	0	1	1	0	1	0	0	0	2	1	0	2	2	0	2	2	0	0
kommer investera	14		0	0	0	0	0	0	1	1	1	1	0	1	1	2	1	0	1	3	0	1
kommer bero	14		0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	6	0	1	1
kommer säkerställa	14		0	0	0	0	0	0	0	0	0	1	1	0	1	2	2	3	2	0	2	0
kommer rapportera	14		0	0	0	0	0	0	0	0	0	1	2	3	0	1	2	2	2	0	1	0
kommer förbereda	14		0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	3	2	1	2	0
kommer husera	14		0	0	0	0	0	0	0	0	0	0	1	2	1	3	1	1	3	1	0	1
kommer dricka	14		0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	3	1	1	1	1
kommer cykla	14		0	0	0	0	0	0	0	0	0	0	0	2	0	5	2	1	1	1	1	1
kommer uppdatera	13		0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	1	2	0	4	0
kommer godkänna	13		0	0	0	0	1	0	0	1	0	0	2	0	2	0	0	1	1	0	1	4
kommer utspela	13		0	0	0	0	0	1	1	0	0	0	0	0	2	1	3	2	1	0	1	1
kommer patrullera	13		0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	2	4	0	1
kommer inspirera	13		0	0	0	0	0	1	0	0	0	1	0	1	0	4	0	0	2	2	2	0
kommer fullfölja	13		0	0	0	0	0	0	1	0	0	1	1	0	0	2	0	4	1	2	1	0
kommer erkänna	13		0	0	0	0	0	0	1	0	0	2	2	0	2	2	3	1	0	0	0	0
kommer möjliggöra	13		0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	2	3	2
kommer gilla	13		0	0	0	0	0	0	0	1	0	2	2	1	1	1	1	1	0	0	3	0
kommer bete	13		0	0	0	0	0	0	0	1	0	0	2	0	1	0	3	2	1	3	0	0
kommer uppskatta	13		0	0	0	0	0	0	0	0	3	0	1	1	2	2	2	0	1	0	1	0
Kommer hålla	13		0	0	0	0	0	0	0	0	1	0	0	1	0	3	3	0	1	3	1	0
kommer finna	13		0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	2	2	2	2	0
kommer finansiera	13		0	0	0	0	0	0	0	0	1	2	1	2	1	2	1	0	1	0	1	1
kommer slippa	13		0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	1	2	0	1	1
Kommer ge	13		0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	3	0	2	1
kommer komplettera	12		0	0	1	1	0	0	0	0	0	3	0	0	1	3	1	1	0	1	0	0
kommer verka	12		0	0	0	1	1	0	0	0	0	0	1	0	1	0	3	0	1	2	2	0
kommer hindra	12		0	0	0	0	1	0	1	0	1	0	2	0	1	1	0	1	3	0	1	0
kommer vakna	12		0	0	0	0	0	1	0	1	0	0	2	2	1	1	3	1	0	0	0	0
kommer tillhöra	12		0	0	0	0	0	1	0	1	0	1	1	0	3	1	1	1	0	1	1	0
kommer inta	12		0	0	0	0	0	1	0	1	1	1	3	0	1	1	1	0	2	0	0	0
kommer försvara	12		0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	3	2	3
kommer anpassa	12		0	0	0	0	0	0	0	2	2	0	0	1	0	0	2	1	1	1	1	1
kommer rekommendera	12		0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	2	0	2	2	0
kommer stämma	12		0	0	0	0	0	0	0	0	2	0	1	2	2	2	1	0	0	1	0	1
kommer förhandla	12		0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	2	1	1	1	1
kommer uttala	12		0	0	0	0	0	0	0	0	0	1	1	2	1	0	5	1	0	1	0	0
kommer smälla	12		0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	3	0	2	1	1
kommer återuppta	12		0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	3	2	1
Kommer följa	12		0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	3	3	0
kommer öva	12		0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	1	1	0
kommer gräva	12		0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	1	0	0
kommer mynna	12		0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0	2	2	1
kommer konkurrera	11		0	1	0	1	0	0	0	0	0	0	3	1	0	2	0	1	1	1	0	0
kommer uppnå	11		0	0	0	1	0	0	0	0	0	0	1	2	3	0	0	2	0	1	0	1
kommer etablera	11		0	0	0	1	0	1	0	0	0	0	0	1	0	0	4	0	1	2	1	0
kommer skydda	11		0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	1	1	2	1
kommer löpa	11		0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	2	2	0	1	0
kommer jaga	11		0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	3	2	0	1	0
kommer löna	11		0	0	0	0	0	1	0	0	0	0	1	2	1	0	1	1	2	2	0	0
kommer backa	11		0	0	0	0	0	0	3	0	0	0	1	0	2	1	1	2	0	0	0	1
kommer begå	11		0	0	0	0	0	0	2	0	1	0	0	0	0	2	2	1	2	1	0	0
kommer övergå	11		0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	4	0	2
kommer ladda	11		0	0	0	0	0	0	0	0	2	0	1	1	0	2	2	1	2	0	0	0
Kommer rösta	11		0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	1	3	1	0
kommer åtgärda	11		0	0	0	0	0	0	0	0	0	2	0	2	1	2	1	2	0	0	1	0
kommer lugna	11		0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	2	1	0	3	0
Kommer leda	11		0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	6	0	2	0
kommer stöta	11		0	0	0	0	0	0	0	0	0	0	2	2	1	0	2	1	1	2	0	0
kommer studera	11		0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	2	1	1	1
Kommer komma	11		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	3	0	3	1
kommer bedöma	11		0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	1	2	0	2
kommer ryka	11		0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	0	0	3
kommer pressa	11		0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	2	2	1
kommer pryda	10		0	0	0	0	1	0	0	2	0	0	2	0	0	1	3	0	1	0	0	0
kommer nyttja	10		0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	3	0
kommer invänta	10		0	0	0	0	0	1	0	1	0	1	0	0	1	2	0	1	0	2	0	1
kommer försämra	10		0	0	0	0	0	1	0	0	0	0	0	3	1	1	0	1	0	1	1	1
kommer publicera	10		0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	3	1	1
kommer framgå	10		0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	2	1	2	0
kommer polisanmäla	10		0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	2	1	1
kommer förhindra	10		0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	2	1	2	1
Kommer kontakta	10		0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	1	1	1	0	0
kommer utmana	10		0	0	0	0	0	0	0	0	0	1	0	1	0	1	3	1	0	1	2	0
kommer belasta	10		0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	3	0	2	0
kommer spendera	10		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	3	1	1
kommer fråga	10		0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	1	0	0	3
kommer samverka	10		0	0	0	0	0	0	0	0	0	0	0	3	1	1	3	2	0	0	0	0
kommer anlända	10		0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	1	3	0
kommer sticka	10		0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	1	2	0
kommer återhämta	10		0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	1	2	0	1
kommer vaccinera	10		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	5	0	0
kommer kretsa	10		0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	3	2	0	0
kommer tillverka	9		0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	2	0
kommer respektera	9		0	0	2	0	0	0	0	1	0	0	0	1	1	1	0	0	2	0	1	0
kommer uppgå	9		0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	1	0	0	0	1
kommer anordna	9		0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	1
kommer sikta	9		0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	3	0	1	0
kommer rätta	9		0	0	0	0	1	0	0	0	2	0	1	1	1	1	1	0	1	0	0	0
kommer undvika	9		0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	1	1
kommer tacka	9		0	0	0	0	0	1	0	0	0	1	2	0	0	1	2	1	0	0	1	0
kommer råka	9		0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	1	1	1	1	0
kommer låna	9		0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	1	1	0	0	1
kommer skänka	9		0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	2	2	0	1	0
kommer hämta	9		0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	2	0	1	0
kommer begränsa	9		0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	2	1	1	0
kommer anlita	9		0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	3	2	0	0
kommer simma	9		0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	2	0	0	2	0
kommer engagera	9		0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	1	2	1	0
kommer fälla	9		0	0	0	0	0	0	0	0	0	3	2	0	2	1	0	0	1	0	0	0
kommer innefatta	9		0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	2	0	0	1	0
Kommer dröja	9		0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	4	0	1	0
kommer straffa	9		0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	3	2	0
kommer prova	9		0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
kommer prestera	9		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	3	2	0
kommer motsätta	9		0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	2	0	0	0	1
Kommer slå	9		0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	1	0	0
kommer lysa	9		0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	2	0	2	0
kommer njuta	9		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	2	1	1
Kommer försöka	9		0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	1	2	0
kommer tro	9		0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	1	1
kommer lukta	8		0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	0
kommer skära	8		0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	1	0	1	0
kommer närma	8		0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	2	0	2	0
kommer redovisa	8		0	0	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	2	0
kommer efterträda	8		0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0
kommer läka	8		0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	0	1	1
kommer tillta	8		0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	2	0
kommer matcha	8		0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	1	1	0
kommer överraska	8		0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	1	0	0	0	0
kommer explodera	8		0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	0	0	1
Kommer brinna	8		0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	1	1	1	0	0
kommer avstå	8		0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	1	0	1	0	0
kommer överskrida	8		0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	2	0	0
kommer hävda	8		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	2	1
Kommer begära	8		0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	2	0	0	1
kommer slutföra	8		0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	2	1
Kommer spela	8		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	1	1	1
kommer skaffa	8		0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	1	1	0	0
Kommer polisanmäla	8		0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	1	1
kommer häva	8		0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	1	1	0
kommer framträda	8		0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	1	0	0	1	0
kommer heja	8		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	2
kommer försena	8		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	1	0	2
kommer eskalera	8		0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	2	0	1
kommer flyta	8		0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	0	1
Kommer titta	8		0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	1	0
Kommer drabba	8		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4	1
kommer vänja	7		0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0
kommer utbilda	7		0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0
kommer bevilja	7		0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0
kommer överväga	7		0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	1	0	1	0
kommer gråta	7		0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	1	1	0
kommer rasa	7		0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	1	1
kommer gripa	7		0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	0	0	0
kommer intensifiera	7		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1
kommer bestämma	7		0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	2	0	0	1
kommer tillbringa	7		0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0
kommer rädda	7		0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	1	0	0	0	0
kommer lansera	7		0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	0	0	0	0
kommer bry	7		0	0	0	0	0	0	0	0	1	1	1	0	2	1	1	0	0	0	0	0
Kommer klara	7		0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	2	0	0
kommer upprepa	7		0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	1
kommer uppfylla	7		0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	2	0	0
kommer rekrytera	7		0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	0
kommer laga	7		0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	1	1
Kommer hjälpa	7		0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	1	1	0
Kommer hitta	7		0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	2	0	0
kommer gagna	7		0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0
kommer fly	7		0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	2	0
kommer bosätta	7		0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	1	0
kommer vittna	7		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	1
kommer uppsöka	7		0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	1	0	0
Kommer stå	7		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	1	0
kommer knacka	7		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	2	0
kommer frigöra	7		0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	1	0
Kommer leva	7		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0
kommer dansa	7		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0
Kommer skapa	7		0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	1
kommer riva	7		0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	1
Kommer jobba	7		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1
kommer prägla	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0
kommer avveckla	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	0
kommer donera	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0
kommer nyanställa	6		0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
kommer utebli	6		0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1
Kommer stanna	6		0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1
kommer släcka	6		0	0	0	1	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0
kommer rinna	6		0	0	0	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
kommer nappa	6		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0
kommer knyta	6		0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0
kommer förklara	6		0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0
kommer avsätta	6		0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0
kommer överstiga	6		0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0
kommer trilla	6		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0
kommer riskera	6		0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1
kommer vila	6		0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1
kommer motsvara	6		0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	2
kommer förbjuda	6		0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1
kommer spränga	6		0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0
kommer avslöja	6		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0
kommer anstränga	6		0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0
Kommer tappa	6		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	0	0
kommer ingripa	6		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
kommer trotsa	6		0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0
kommer inneha	6		0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	1	0	0	0	0
kommer övervaka	6		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	2	0
kommer städa	6		0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	1	0
kommer rida	6		0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0
kommer reglera	6		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0
kommer fundera	6		0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0
kommer utfärda	6		0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0
Kommer ligga	6		0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0
kommer kasta	6		0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0	0
kommer hota	6		0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0
kommer bemanna	6		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0
kommer avbryta	6		0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	2
kommer vandra	6		0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0	0
Kommer sluta	6		0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	0
kommer skaka	6		0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	2	0
kommer kulminera	6		0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	0
kommer kollapsa	6		0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0
Kommer försvinna	6		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2
kommer fördröja	6		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	1
Kommer bära	6		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	1
kommer besvara	6		0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
kommer avsäga	6		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2
kommer vaja	6		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	2
kommer utse	6		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0
kommer svänga	6		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
kommer servera	6		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1
Kommer pågå	6		0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0
kommer placera	6		0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	1	0
kommer pendla	6		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0
kommer peka	6		0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1
kommer inse	6		0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0
Kommer lämna	6		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0
Kommer arbeta	6		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0
Kommer använda	6		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0
