verb2	abs	ipm
_total_	4166	5.135160594727132
dra	162	0.19968699384200567
bli	160	0.197221722313092
ta	133	0.16394055667275773
stämma	128	0.15777737785047358
slå	121	0.14914892749927583
döda	116	0.14298574867699168
lämna	108	0.1331246625613371
stänga	89	0.10970458303665742
göra	89	0.10970458303665742
stoppa	85	0.10477403997883013
gå	77	0.09491295386317553
hoppa	75	0.09244768233426189
bryta	66	0.08135396045415044
spränga	57	0.07026023857403901
skada	48	0.0591665166939276
rasa	47	0.05793388092947078
bojkotta	47	0.05793388092947078
lägga	46	0.05670124516501395
sätta	44	0.054235973636100304
säga	44	0.054235973636100304
förstöra	41	0.05053806634272982
falla	37	0.04560752328490253
skjuta	37	0.04560752328490253
flytta	37	0.04560752328490253
skapa	35	0.04314225175598887
leda	34	0.04190961599153205
sprida	34	0.04190961599153205
sluta	32	0.039444344462618394
spräcka	31	0.038211708698161574
blockera	31	0.038211708698161574
kasta	31	0.038211708698161574
avgå	30	0.03697907293370475
kollapsa	28	0.03451380140479109
försvinna	27	0.03328116564033427
lamslå	27	0.03328116564033427
underminera	26	0.032048529875877446
fälla	26	0.032048529875877446
sänka	25	0.030815894111420623
undergräva	25	0.030815894111420623
angripa	24	0.0295832583469638
ställa	23	0.028350622582506976
svämma	23	0.028350622582506976
avbryta	22	0.027117986818050152
få	22	0.027117986818050152
rasera	20	0.0246527152891365
ödelägga	20	0.0246527152891365
splittra	20	0.0246527152891365
kväva	19	0.023420079524679675
slita	19	0.023420079524679675
driva	19	0.023420079524679675
utplåna	18	0.022187443760222848
utlösa	18	0.022187443760222848
förvärra	18	0.022187443760222848
drabba	18	0.022187443760222848
tända	18	0.022187443760222848
använda	17	0.020954807995766024
krossa	17	0.020954807995766024
brista	17	0.020954807995766024
knäcka	16	0.019722172231309197
ge	16	0.019722172231309197
växa	15	0.018489536466852374
störta	15	0.018489536466852374
strypa	15	0.018489536466852374
öka	15	0.018489536466852374
orsaka	15	0.018489536466852374
rösta	14	0.017256900702395547
skära	14	0.017256900702395547
störa	14	0.017256900702395547
tränga	14	0.017256900702395547
äta	13	0.016024264937938723
omintetgöra	13	0.016024264937938723
stjälpa	13	0.016024264937938723
explodera	13	0.016024264937938723
läcka	13	0.016024264937938723
sluka	12	0.0147916291734819
försena	12	0.0147916291734819
förvandla	12	0.0147916291734819
halshugga	12	0.0147916291734819
bromsa	12	0.0147916291734819
införa	11	0.013558993409025076
avslöja	11	0.013558993409025076
anmäla	11	0.013558993409025076
attackera	11	0.013558993409025076
förgöra	11	0.013558993409025076
destabilisera	11	0.013558993409025076
försämra	10	0.01232635764456825
fortsätta	10	0.01232635764456825
minska	10	0.01232635764456825
hamna	10	0.01232635764456825
ingripa	10	0.01232635764456825
höja	10	0.01232635764456825
välta	10	0.01232635764456825
komma	10	0.01232635764456825
utrota	10	0.01232635764456825
spricka	10	0.01232635764456825
låta	9	0.011093721880111424
föra	9	0.011093721880111424
bränna	9	0.011093721880111424
överskugga	9	0.011093721880111424
dränka	9	0.011093721880111424
sjunka	9	0.011093721880111424
försätta	8	0.009861086115654599
förändra	8	0.009861086115654599
försvaga	8	0.009861086115654599
urholka	8	0.009861086115654599
riva	8	0.009861086115654599
slänga	8	0.009861086115654599
nå	8	0.009861086115654599
frysa	7	0.008628450351197773
upplösa	7	0.008628450351197773
mörda	7	0.008628450351197773
återuppta	7	0.008628450351197773
blåsa	7	0.008628450351197773
begå	7	0.008628450351197773
skicka	7	0.008628450351197773
uppmana	7	0.008628450351197773
inskränka	7	0.008628450351197773
hålla	7	0.008628450351197773
bomba	7	0.008628450351197773
utvisa	7	0.008628450351197773
hugga	7	0.008628450351197773
köra	6	0.00739581458674095
rinna	6	0.00739581458674095
avrätta	6	0.00739581458674095
översvämma	6	0.00739581458674095
sparka	6	0.00739581458674095
sabotera	6	0.00739581458674095
gripa	6	0.00739581458674095
börja	6	0.00739581458674095
vidta	6	0.00739581458674095
svara	6	0.00739581458674095
spilla	6	0.00739581458674095
kräva	6	0.00739581458674095
trappa	6	0.00739581458674095
utesluta	6	0.00739581458674095
förinta	5	0.006163178822284125
påverka	5	0.006163178822284125
fördjupa	5	0.006163178822284125
tömma	5	0.006163178822284125
släppa	5	0.006163178822284125
eskalera	5	0.006163178822284125
drunkna	5	0.006163178822284125
strejka	5	0.006163178822284125
upphäva	5	0.006163178822284125
radera	5	0.006163178822284125
invadera	5	0.006163178822284125
starta	5	0.006163178822284125
förlänga	5	0.006163178822284125
överväldiga	5	0.006163178822284125
publicera	5	0.006163178822284125
skärpa	5	0.006163178822284125
rämna	5	0.006163178822284125
vräka	5	0.006163178822284125
krascha	5	0.006163178822284125
utvidga	5	0.006163178822284125
polisanmäla	5	0.006163178822284125
smitta	5	0.006163178822284125
sälja	5	0.006163178822284125
