verb2	abs	ipm
_total_	76	0.0936803180987187
satsa	6	0.00739581458674095
ta	5	0.006163178822284125
gå	4	0.004930543057827299
släppa	3	0.003697907293370475
göra	3	0.003697907293370475
driva	3	0.003697907293370475
ställa	2	0.0024652715289136496
säga	2	0.0024652715289136496
entra	2	0.0024652715289136496
agera	2	0.0024652715289136496
anställa	2	0.0024652715289136496
stå	2	0.0024652715289136496
testa	2	0.0024652715289136496
hålla	2	0.0024652715289136496
se	2	0.0024652715289136496
berätta	2	0.0024652715289136496
spela	2	0.0024652715289136496
anmäla	2	0.0024652715289136496
dra	1	0.0012326357644568248
anfalla	1	0.0012326357644568248
åka	1	0.0012326357644568248
stöta	1	0.0012326357644568248
uppge	1	0.0012326357644568248
sätta	1	0.0012326357644568248
renovera	1	0.0012326357644568248
flytta	1	0.0012326357644568248
prata	1	0.0012326357644568248
fråga	1	0.0012326357644568248
sticka	1	0.0012326357644568248
hoppa	1	0.0012326357644568248
tänka	1	0.0012326357644568248
söka	1	0.0012326357644568248
pröva	1	0.0012326357644568248
ha	1	0.0012326357644568248
vittna	1	0.0012326357644568248
släpa	1	0.0012326357644568248
samtala	1	0.0012326357644568248
växa	1	0.0012326357644568248
vidta	1	0.0012326357644568248
ge	1	0.0012326357644568248
öka	1	0.0012326357644568248
putta	1	0.0012326357644568248
vara	1	0.0012326357644568248
svara	1	0.0012326357644568248
älska	1	0.0012326357644568248
borra	1	0.0012326357644568248
