period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2003	11.0	3.0	8.0	0.2727272727272727	0.7272727272727273	NA	NA
2004	213.0	36.0	177.0	0.16901408450704225	0.8309859154929577	NA	NA
2005	628.0	97.0	531.0	0.15445859872611464	0.8455414012738853	NA	NA
2006	1107.0	199.0	908.0	0.17976513098464317	0.8202348690153568	NA	NA
2007	1264.0	206.0	1058.0	0.1629746835443038	0.8370253164556962	NA	NA
2008	1381.0	201.0	1180.0	0.14554670528602462	0.8544532947139754	NA	NA
2009	1496.0	216.0	1280.0	0.1443850267379679	0.8556149732620321	NA	NA
2010	1158.0	165.0	993.0	0.14248704663212436	0.8575129533678757	NA	NA
2011	944.0	140.0	804.0	0.1483050847457627	0.8516949152542372	NA	NA
2012	674.0	90.0	584.0	0.13353115727002968	0.8664688427299704	NA	NA
2013	370.0	55.0	315.0	0.14864864864864866	0.8513513513513513	NA	NA
2014	179.0	19.0	160.0	0.10614525139664804	0.8938547486033519	NA	NA
2015	150.0	22.0	128.0	0.14666666666666667	0.8533333333333334	NA	NA
2016	111.0	11.0	100.0	0.0990990990990991	0.9009009009009009	NA	NA
2017	109.0	23.0	86.0	0.21100917431192662	0.7889908256880734	NA	NA
2018	84.0	13.0	71.0	0.15476190476190477	0.8452380952380952	NA	NA
2019	53.0	16.0	37.0	0.3018867924528302	0.6981132075471698	NA	NA
2020	38.0	3.0	35.0	0.07894736842105263	0.9210526315789473	NA	NA
2021	26.0	4.0	22.0	0.15384615384615385	0.8461538461538461	NA	NA
2022	12.0	4.0	8.0	0.3333333333333333	0.6666666666666666	NA	NA
