verb2	abs	ipm
_total_	75589	93.17370479952694
få	5444	6.710469101702955
ta	3572	4.402974950639778
göra	3052	3.76200435312223
hitta	2573	3.1715718219474107
hålla	1850	2.280376164245126
vara	1627	2.005498388771254
komma	1210	1.4914892749927582
se	959	1.1820976981140952
skapa	936	1.1537470755315882
hjälpa	911	1.1229311814201675
lösa	751	0.9257094591070756
stoppa	747	0.9207789160492483
förklara	679	0.8369596840661842
undvika	631	0.7777931673722566
ge	594	0.7321856440873541
förstå	588	0.7247898295006131
sälja	557	0.6865781208024515
sätta	548	0.6754843989223401
nå	530	0.6532969551621173
påverka	502	0.6187831537573261
rädda	500	0.6163178822284124
locka	499	0.6150852464639556
gå	475	0.5855019881169918
ha	463	0.57071035894351
bli	461	0.5682450874145963
leva	434	0.5349639217742621
slå	433	0.5337312860098052
bygga	419	0.5164743853074096
tänka	419	0.5164743853074096
lära	397	0.48935639848935947
dra	396	0.4881237627249027
lura	389	0.47949531237370485
bryta	387	0.4770300408447912
dölja	387	0.4770300408447912
lägga	385	0.4745647693158776
spela	349	0.43018988179543194
visa	339	0.41786352415086364
fly	336	0.4141656168574932
skaffa	316	0.3895129015683567
fånga	315	0.38828026580389985
jobba	313	0.3858149942749862
stjäla	309	0.3808844512171589
vinna	300	0.36979072933704754
säga	299	0.3685580935725907
hindra	299	0.3685580935725907
utnyttja	291	0.35869700745693606
använda	290	0.35746437169247924
övertyga	285	0.3513011928701951
reda	281	0.3463706498123678
skydda	279	0.34390537828345413
driva	266	0.32788111334551545
samla	249	0.3069263053497494
styra	246	0.30322839805637897
köpa	245	0.30199576229192215
följa	239	0.29459994770518116
finna	231	0.28473886158952655
minska	228	0.28104095429615605
prata	226	0.2785756827672424
utveckla	225	0.2773430470027856
köra	224	0.27611041123832875
beskriva	207	0.25515560324256276
lugna	205	0.25269033171364913
pressa	202	0.24899242442027866
förmå	202	0.24899242442027866
anpassa	196	0.24159660983353767
tvinga	195	0.24036397406908086
övertala	188	0.2317355237178831
förhindra	186	0.22927025218896946
skriva	185	0.22803761642451262
tona	179	0.22064180183777166
hantera	178	0.21940916607331484
föra	176	0.21694389454440122
sprida	171	0.21078071572211707
begränsa	170	0.20954807995766025
ringa	169	0.20831544419320341
kartlägga	168	0.2070828084287466
låta	160	0.197221722313092
vända	157	0.19352381501972152
ställa	157	0.19352381501972152
svara	155	0.19105854349080786
lyfta	154	0.18982590772635105
ändra	151	0.18612800043298056
släcka	149	0.18366272890406693
överleva	146	0.17996482161069643
skrämma	146	0.17996482161069643
etablera	144	0.17749955008178278
lämna	142	0.17503427855286913
smita	140	0.17256900702395547
öka	137	0.16887109973058503
arbeta	136	0.1676384639661282
tysta	133	0.16394055667275773
tränga	133	0.16394055667275773
förbättra	132	0.16270792090830088
spåra	130	0.16024264937938723
framställa	129	0.15901001361493042
hinna	128	0.15777737785047358
klara	127	0.15654474208601676
gömma	126	0.15531210632155992
kontrollera	125	0.1540794705571031
dämpa	125	0.1540794705571031
försvara	124	0.1528468347926463
plocka	123	0.15161419902818948
springa	123	0.15161419902818948
hänga	123	0.15161419902818948
utreda	123	0.15161419902818948
spara	122	0.15038156326373264
stötta	121	0.14914892749927583
förmedla	121	0.14914892749927583
flytta	120	0.147916291734819
identifiera	120	0.147916291734819
tjäna	119	0.14668365597036218
skjuta	119	0.14668365597036218
genomföra	117	0.14421838444144852
behålla	116	0.14298574867699168
fokusera	114	0.14052047714807803
hävda	113	0.1392878413836212
berätta	108	0.1331246625613371
möta	107	0.13189202679688028
tala	107	0.13189202679688028
förändra	106	0.13065939103242344
värva	105	0.12942675526796663
bekämpa	102	0.12572884797459613
informera	101	0.12449621221013933
rekrytera	100	0.12326357644568249
fylla	98	0.12079830491676884
motverka	97	0.11956566915231202
åka	97	0.11956566915231202
närma	96	0.1183330333878552
hitta	96	0.1183330333878552
ordna	96	0.1183330333878552
bilda	95	0.11710039762339837
sabotera	94	0.11586776185894156
titta	94	0.11586776185894156
läsa	94	0.11586776185894156
besvara	93	0.11463512609448473
upprätthålla	92	0.1134024903300279
återskapa	92	0.1134024903300279
råna	92	0.1134024903300279
koppla	91	0.11216985456557108
stänga	90	0.11093721880111425
kompensera	87	0.10723931150774378
glömma	87	0.10723931150774378
efterlikna	86	0.10600667574328695
åstadkomma	86	0.10600667574328695
trycka	86	0.10600667574328695
trösta	85	0.10477403997883013
väcka	84	0.1035414042143733
starta	84	0.1035414042143733
välja	84	0.1035414042143733
kringgå	83	0.10230876844991647
tolka	83	0.10230876844991647
sluta	83	0.10230876844991647
bidra	82	0.10107613268545965
få	81	0.09984349692100283
bevisa	81	0.09984349692100283
störa	81	0.09984349692100283
höja	81	0.09984349692100283
uppnå	80	0.098610861156546
stå	78	0.09614558962763235
äta	78	0.09614558962763235
säkra	78	0.09614558962763235
lokalisera	77	0.09491295386317553
stärka	75	0.09244768233426189
rätta	75	0.09244768233426189
införa	75	0.09244768233426189
förbereda	73	0.08998241080534822
medla	73	0.08998241080534822
bevara	72	0.08874977504089139
agera	71	0.08751713927643456
lansera	71	0.08751713927643456
minimera	71	0.08751713927643456
gripa	71	0.08751713927643456
skada	70	0.08628450351197774
träna	70	0.08628450351197774
öppna	70	0.08628450351197774
räkna	69	0.08505186774752091
föreställa	69	0.08505186774752091
förstöra	68	0.0838192319830641
åtgärda	67	0.08258659621860727
sova	67	0.08258659621860727
balansera	67	0.08258659621860727
undkomma	67	0.08258659621860727
resa	67	0.08258659621860727
förhandla	66	0.08135396045415044
leda	66	0.08135396045415044
dela	66	0.08135396045415044
provocera	65	0.08012132468969362
stävja	65	0.08012132468969362
lyssna	65	0.08012132468969362
knyta	64	0.07888868892523679
blanda	63	0.07765605316077996
kombinera	63	0.07765605316077996
blåsa	63	0.07765605316077996
fuska	63	0.07765605316077996
intala	61	0.07519078163186632
döda	61	0.07519078163186632
överrösta	61	0.07519078163186632
handla	61	0.07519078163186632
leta	60	0.0739581458674095
kämpa	60	0.0739581458674095
slita	60	0.0739581458674095
boka	60	0.0739581458674095
förebygga	59	0.07272551010295267
profilera	59	0.07272551010295267
bromsa	58	0.07149287433849584
utröna	58	0.07149287433849584
skildra	58	0.07149287433849584
manipulera	58	0.07149287433849584
koncentrera	58	0.07149287433849584
byta	58	0.07149287433849584
sköta	57	0.07026023857403901
analysera	57	0.07026023857403901
täcka	57	0.07026023857403901
lista	56	0.06902760280958219
mota	56	0.06902760280958219
skyla	55	0.06779496704512537
överträffa	55	0.06779496704512537
organisera	54	0.06656233128066855
hämta	54	0.06656233128066855
smälta	54	0.06656233128066855
peppa	54	0.06656233128066855
begå	54	0.06656233128066855
sänka	53	0.06532969551621172
störta	53	0.06532969551621172
blockera	53	0.06532969551621172
rycka	53	0.06532969551621172
måla	52	0.06409705975175489
kontakta	52	0.06409705975175489
njuta	52	0.06409705975175489
återta	51	0.06286442398729807
fixa	51	0.06286442398729807
bringa	50	0.061631788222841245
uppmuntra	50	0.061631788222841245
isolera	50	0.061631788222841245
kopiera	49	0.06039915245838442
inbilla	49	0.06039915245838442
motivera	48	0.0591665166939276
formulera	48	0.0591665166939276
betala	48	0.0591665166939276
utmana	48	0.0591665166939276
placera	48	0.0591665166939276
värja	48	0.0591665166939276
kommunicera	47	0.05793388092947078
skaka	47	0.05793388092947078
ragga	47	0.05793388092947078
framstå	47	0.05793388092947078
planera	47	0.05793388092947078
lappa	47	0.05793388092947078
ligga	47	0.05793388092947078
växla	45	0.055468609400557124
krossa	45	0.055468609400557124
erbjuda	45	0.055468609400557124
verka	44	0.054235973636100304
sopa	44	0.054235973636100304
härma	44	0.054235973636100304
träffa	44	0.054235973636100304
stödja	44	0.054235973636100304
slippa	43	0.05300333787164348
reparera	43	0.05300333787164348
laga	43	0.05300333787164348
sko	43	0.05300333787164348
fastställa	43	0.05300333787164348
skylla	42	0.05177070210718665
samarbeta	42	0.05177070210718665
rensa	42	0.05177070210718665
klättra	42	0.05177070210718665
tvätta	41	0.05053806634272982
jaga	41	0.05053806634272982
försörja	41	0.05053806634272982
ingripa	41	0.05053806634272982
kränga	41	0.05053806634272982
förverkliga	40	0.049305430578273
prioritera	40	0.049305430578273
förvandla	40	0.049305430578273
vara	40	0.049305430578273
röra	39	0.048072794813816176
positionera	39	0.048072794813816176
tillgodose	39	0.048072794813816176
splittra	39	0.048072794813816176
känna	39	0.048072794813816176
konkurrera	39	0.048072794813816176
skicka	39	0.048072794813816176
söka	39	0.048072794813816176
ta	39	0.048072794813816176
klämma	38	0.04684015904935935
undanröja	38	0.04684015904935935
fortsätta	38	0.04684015904935935
gräva	38	0.04684015904935935
marknadsföra	37	0.04560752328490253
korsa	37	0.04560752328490253
förhala	37	0.04560752328490253
hålla	37	0.04560752328490253
städa	37	0.04560752328490253
rida	37	0.04560752328490253
hejda	37	0.04560752328490253
bredda	37	0.04560752328490253
skära	36	0.044374887520445695
skynda	36	0.044374887520445695
