period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008	0.3564879493231119	222
2009	0.7231270733203621	429
2010	0.9122991913925892	376
2011	0.08317096581870974	30
2012	0.027544425517330707	8
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
