period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008	0.09634809441165186	60
2009	0.0994510427177188	59
2010	0.05095288037033077	21
2011	0.0332683863274839	12
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
