period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.019183945278486714	9
2007	2.0930452015285894	1329
2008	0.6310800183963198	393
2009	2.3396279202066728	1388
2010	1.0942737641437705	451
2011	0.33822859432941965	122
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
