period	v1ipm	v1abs
2003	0	0
2004	0.010367229560579273	1
2005	0.03442645800675714	8
2006	0.012789296852324477	6
2007	0.014174121003579614	9
2008	0.003211603147055062	2
2009	0.00674244357408263	4
2010	0.0024263276366824175	1
2011	0.0110894621091613	4
2012	0.01721526594833169	5
2013	0.004813311385916963	1
2014	0.0	0
2015		
2016		
2017		
2018		
2019		
2020		
2021		
