period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009		
2010		
2011		
2012		
2013		
2014		
2015		
2016	0.5004922967353763	32
2017	0.3574940892821013	22
2018	0.14153475332792434	8
2019	0.30599818739787993	14
2020	0.09594694671149756	4
2021	0.2703007604617022	11
