period	v1ipm	v1abs
2003	0	0
2004		
2005	0.004303303991599331	1
2006	0.059683353887996206	28
2007	0.011024314391549009	7
2008	0.0272986056647828	17
2009	0.040454656875711495	24
2010	0.029119667957356314	12
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
