period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007	0.370102048426801	235
2008	0.3018906958231759	188
2009	0.20901575079656154	124
2010	0.17226926220445166	71
2011	0.02772365527290325	10
2012	0.0895193829313248	26
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
