period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009	0.10113664218927873	60
2010	0.012133194982231798	5
2011	0.0027723665034140167	1
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
