period	v1ipm	v1abs
2003	0	0
2004		
2005	0.021516519957996656	5
2006	0.021315483531427214	10
2007	0.011024314391549009	7
2008	0.0064232013328900705	4
2009	0.018541717734701098	11
2010	0.012133194982231798	5
2011	0.0027723665034140167	1
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
