period	v1ipm	v1abs
2003	0	0
2004	0.031101688681737818	3
2005	0.26680484747915856	62
2006	3.606579813517485	1692
2007	3.0537350864590755	1939
2008	0.0	0
2009		
2010		
2011		
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
