period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009		
2010		
2011	0.033268398040968206	12
2012	0.1170640700331805	34
2013	0.08663952654617765	18
2014	0.007218718136126977	1
2015	0.0	0
2016		
2017		
2018		
2019		
2020		
2021		
