period	v1ipm	v1abs
2003	0	0
2004		
2005	0.22807511155476454	53
2006	0.9016449533793712	423
2007	0.7449286724575259	473
2008	0.5106445059647606	318
2009	0.2764401553173618	164
2010	0.05823933591471263	24
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
