period	v1ipm	v1abs
2003	7.7434855006156065	53
2004	9.517116736611774	918
2005	5.723398643623375	1330
2006	2.525886128334084	1185
2007	0.9654151305771447	613
2008	1.2139859895868137	756
2009	1.481651975404658	879
2010	1.8367300209685904	757
2011	2.47017768481568	891
2012	0.06197495741399409	18
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
