period	v1ipm	v1abs
2003	0	0
2004	5.225083698531954	504
2005	0.757382076148657	176
2006	0.8632775375319022	405
2007	0.6646087848345108	422
2008	0.8061123899108206	502
2009	1.501879306126906	891
2010	0.15528496874767472	64
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
