period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008	0.0048174047205825936	3
2009	0.064053213953785	38
2010	0.016984293456776926	7
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
