period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007	0.10709333980361894	68
2008	0.1188292246584663	74
2009	0.21238694859748536	126
2010	0.7207117819445688	297
2011	0.5295220021520772	191
2012	0.0034430608833288384	1
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
