period	v1ipm	v1abs
2003	0	0
2004		
2005	0.025819823949595987	6
2006	0.061814902241138926	29
2007	0.044097257566196035	28
2008	0.0	0
2009		
2010		
2011		
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
