period	v1ipm	v1abs
2003	0	0
2004		
2005	0.051639647899191975	12
2006	0.03623632200342627	17
2007	0.02362353083903359	15
2008	0.0064232013328900705	4
2009	0.0	0
2010	0.0024266389964463595	1
2011	0.019406565523898116	7
2012	0.0	0
2013	0.014439921091029609	3
2014	0.0	0
2015		
2016		
2017		
2018		
2019		
2020		
2021		
