period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.14281373966056235	67
2007	0.5748392504164841	365
2008	0.5122503062979831	319
2009	0.15001935258076346	89
2010	0.12133194982231797	50
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
