period	v1ipm	v1abs
2003	0	0
2004	0.1866101320904269	18
2005	0.06024625588239064	14
2006	0.023447031884569938	11
2007	0.007874510279677864	5
2008	0.008029001666112588	5
2009	0.010113664218927874	6
2010	0.024266389964463595	10
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
