period	v1ipm	v1abs
2003	0	0
2004	0.5701976258318601	55
2005	1.0370970474535588	241
2006	0.35383721291431053	166
2007	0.0393725583432767	25
2008	0.11561771329398224	72
2009	0.13147764969461131	78
2010	0.03154225927687143	13
2011	0.06099204160038714	22
2012	0.08607632974165846	25
2013	0.06257304801692051	13
2014	0.021657723133962633	3
2015	0.0	0
2016		
2017		
2018		
2019		
2020		
2021		
