period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.7908044390159498	371
2007	0.3890008078160865	247
2008	0.5106445059647606	318
2009	0.16181862750284598	96
2010	0.09463892086140802	39
2011	0.027723665034140168	10
2012	0.041316730599946054	12
2013	0.004813307030343204	1
2014	0.0	0
2015		
2016		
2017		
2018		
2019		
2020		
2021	0.02457123139782713	1
