period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007	0.5968878791995821	379
2008	0.37254567730762406	232
2009	0.023598549844165036	14
2010	0.029119667957356314	12
2011	0.0	0
2012	0.4407117930660913	128
2013	0.664236370187362	138
2014	0.07218718136126977	10
2015	0.36042585395922844	32
2016	0.0	0
2017		
2018		
2019		
2020		
2021		
