period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.0788672890662807	37
2007	0.03779764934245374	24
2008	0.025692805331560282	16
2009	0.0016856107031546455	1
2010	0.004853277992892719	2
2011	0.0	0
2012	0.006886121766657677	2
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
