period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.008526193412570887	4
2007	0.01259921644748458	8
2008	0.004817400999667553	3
2009	0.005056832109463937	3
2010	0.004853277992892719	2
2011	0.005544733006828033	2
2012	0.0034430608833288384	1
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
