period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.6842273815993595	321
2007	0.13544160070087186	86
2008	0.022481222029385434	14
2009	0.3286941242365283	195
2010	0.03154225927687143	13
2011	0.0110894621091613	4
2012	0.0034430531896663384	1
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
