period	v1ipm	v1abs
2003	0	0
2004	15.374601438339061	1483
2005	3.937526134522848	915
2006	0.40712594979899586	191
2007	0.10236865169251942	65
2008	0.12204091958809238	76
2009	0.4466868867829743	265
2010	0.638124168447476	263
2011	0.28832601483819376	104
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
