period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.014920846327711889	7
2007	0.012599218669848545	8
2008	0.022481222029385434	14
2009	0.021912941615768552	13
2010	0.01941062109345934	8
2011	0.0110894621091613	4
2012	0.0	0
2013	0.004813311385916963	1
2014	0.021657723133962633	3
2015	0.011263307936225889	1
2016	0.01564038427298051	1
2017	0.01624973133100461	1
2018	0.0	0
2019		
2020		
2021		
