period	v1ipm	v1abs
2003	0	0
2004	0.32138411637795744	31
2005	0.09467275951858213	22
2006	0.059683385310847555	28
2007	0.0031498046674621363	2
2008	0.01445221416174778	9
2009	0.058996381273223014	35
2010	0.004852655273364835	2
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
