period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008	0.04817400999667553	30
2009	0.05562515320410331	33
2010	0.05581269691826627	23
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
