period	v1ipm	v1abs
2003	0	0
2004		
2005	0.06454955987398997	15
2006	0.03623632200342627	17
2007	0.007874510279677864	5
2008	0.0064232013328900705	4
2009	0.003371221406309291	2
2010	0.0	0
2011		
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
