period	v1ipm	v1abs
2003	0	0
2004	0.04146891824231709	4
2005	0.09467275951858213	22
2006	0.04049944003236085	19
2007	0.03307294900835243	21
2008	0.03693343619113322	23
2009	0.021912941615768552	13
2010	0.004852655273364835	2
2011	0.002772365527290325	1
2012	0.0	0
2013	0.004813311385916963	1
2014	0.0	0
2015		
2016		
2017		
2018		
2019		
2020		
2021		
