period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009	0.050568326805619734	30
2010	0.08492146728388462	35
2011	0.09703279345516137	35
2012	0.055088851034661414	16
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
