period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.4625462361590686	217
2007	0.6598840778333176	419
2008	0.9538461346753535	594
2009	0.4618573848246602	274
2010	0.9850890204930616	406
2011	0.3687246151296132	133
2012	0.030987478706997047	9
2013	0.5679707435382017	118
2014	0.021657723133962633	3
2015	0.0	0
2016		
2017		
2018		
2019		
2020		
2021		
