period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008	0.06904946766168385	43
2009	0.17867475471318972	106
2010	0.036394914550236274	15
2011	0.09148806240058072	33
2012	0.06197495741399409	18
2013	0.052946425245086595	11
2014	0.0	0
2015		
2016		
2017		
2018		
2019		
2020		
2021		
