period	v1ipm	v1abs
2003	0	0
2004	12.668754523027872	1222
2005	2.6078041940118535	606
2006	0.7162006237301707	336
2007	0.18583847538026604	118
2008	0.20072519669094138	125
2009	0.123049595227008	73
2010	0.07764248437383736	32
2011	0.04158548290935487	15
2012	0.030987478706997047	9
2013	0.0	0
2014	0.03609620522327106	5
2015	0.022526615872451777	2
2016	0.0	0
2017		
2018		
2019		
2020		
2021		
