period	v1ipm	v1abs
2003	0	0
2004	0.35248580505969523	34
2005	0.15491906103040712	36
2006	0.0660780337370098	31
2007	0.02992314434089029	19
2008	0.07547267395579398	47
2009	0.02696977429633052	16
2010	0.0024263276366824175	1
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
