period	v1ipm	v1abs
2003	0	0
2004		
2005	0.012909921752533927	3
2006	0.031973242130811194	15
2007	0.0015749023337310682	1
2008	0.003211603147055062	2
2009	0.10450787539828077	62
2010	0.0412475698236011	17
2011	0.058219676073096825	21
2012	0.02065831913799803	6
2013	0.019253245543667852	4
2014	0.014438482089308423	2
2015	0.0	0
2016		
2017		
2018		
2019		
2020		
2021		
