period	v1ipm	v1abs
2003	0.5844140000464609	4
2004	0.062203377363475636	6
2005	0.025819843505067854	6
2006	0.03410479160619861	16
2007	0.01574902333731068	10
2008	0.001605801573527531	1
2009	0.00674244357408263	4
2010	0.00970531054672967	4
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
