period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.017052386825141774	8
2007	1.3906385153911107	883
2008	2.1052042368547204	1311
2009	0.5815356925883527	345
2010	0.7328449769268006	302
2011	0.18297618922532513	66
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
