period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009	0.006742442812618582	4
2010	0.024266389964463595	10
2011	0.033268398040968206	12
2012	0.017215304416644192	5
2013	0.028879842182059218	6
2014	0.021656154408380934	3
2015	0.0	0
2016		
2017		
2018		
2019		
2020		
2021		
