period	v1ipm	v1abs
2003	0	0
2004	0.21771182077216472	21
2005	0.08606607983198662	20
2006	0.0788672890662807	37
2007	0.003149804111871145	2
2008	0.0016058003332225176	1
2009	0.0	0
2010		
2011		
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
