period	v1ipm	v1abs
2003	0	0
2004		
2005	0.09467275951858213	22
2006	0.7971995037948925	374
2007	1.0000629819192282	635
2008	0.14773374476453288	92
2009	0.30509557172723906	181
2010	0.44159162987620004	182
2011	0.052674945018516175	19
2012	0.0	0
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
