period	v1ipm	v1abs
2003	0	0
2004		
2005	0.02151653625422321	5
2006	0.07886733058933428	37
2007	0.0393725583432767	25
2008	0.0465682456322984	29
2009	0.04888271591209908	29
2010	0.01213163818341209	5
2011	0.008317096581870975	3
2012	0.01721526594833169	5
2013	0.0	0
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
