period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006	0.014920846327711889	7
2007	0.012599218669848545	8
2008	0.003211603147055062	2
2009	0.025284163402809867	15
2010	0.04367389746028352	18
2011	0.0776262347641291	28
2012	0.06197495741399409	18
2013	0.06257304801692051	13
2014	0.13716557984843	19
2015	0.09010646348980711	8
2016	0.09384230563788307	6
2017	0.0	0
2018		
2019		
2020		
2021		
