period	v1ipm	v1abs
2003	0	0
2004		
2005	0.017213215966397324	4
2006	0.12362980448227785	58
2007	0.022048628783098018	14
2008	0.0032116006664450352	2
2009	0.0	0
2010		
2011		
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
