period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009		
2010		
2011		
2012		
2013		
2014		
2015		
2016		
2017	0.5687326486778047	35
2018	0.6369063899756595	36
2019	0.9835656023503283	45
2020	0.9354827304371012	39
2021	0.6634232477413325	27
