period	v1ipm	v1abs
2003	0	0
2004		
2005		
2006		
2007		
2008		
2009		
2010	0.014557965820094507	6
2011	0.03881311738206455	14
2012	0.08263327655199212	24
2013	0.05775973663100356	12
2014	0.03609620522327106	5
2015	0.0	0
2016		
2017		
2018		
2019		
2020		
2021		
