period	v1ipm	v1abs
2003	0	0
2004		
2005	0.06454960876266963	15
2006	0.06394648426162239	30
2007	0.0	0
2008		
2009		
2010	0.0024263276366824175	1
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
