period	v1ipm	v1abs
2003	0	0
2004		
2005	0.03442645800675714	8
2006	0.04049944003236085	19
2007	0.020473730338503884	13
2008	0.009634809441165187	6
2009	0.020227330722247895	12
2010	0.004852655273364835	2
2011	0.0	0
2012		
2013		
2014		
2015		
2016		
2017		
2018		
2019		
2020		
2021		
