period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2004	266	253	13	0.9511278195	0.0488721805	565.7563133261327	29.07048250292382
2005	2239	2118	121	0.9459580170	0.0540419830	641.6925656371511	36.65949029371826
2006	2875	2642	233	0.9189565217	0.0810434783	633.2525668660302	55.84702803928275
2007	4077	3688	389	0.9045867059	0.0954132941	666.464028832882	70.29677527548564
2008	6033	5463	570	0.9055196420	0.0944803580	710.0734769424338	74.08784218509743
2009	7595	6721	874	0.8849242923	0.1150757077	758.493553481921	98.63463260574304
2010	8050	7085	965	0.8801242236	0.1198757764	717.589563482723	97.73802805375126
2011	7634	6656	978	0.8718889180	0.1281110820	713.6222073741534	104.85614765804117
2012	8128	6634	1494	0.8161909449	0.1838090551	695.1994663919681	156.56135103852887
2013	12550	9937	2613	0.7917928287	0.2082071713	711.9294355202709	187.2065628473853
2014	15424	12108	3316	0.7850103734	0.2149896266	753.1960913178724	206.2766963007982
2015	19387	14742	4645	0.7604064579	0.2395935421	767.8081010994207	241.92569730069255
2016	23105	17220	5885	0.7452932266	0.2547067734	792.7480038701939	270.9246226931528
2017	22669	15866	6803	0.6998985399	0.3001014601	749.4842158841432	321.3627329295239
2018	20465	13797	6668	0.6741754215	0.3258245785	733.9936243580548	354.7343253764956
2019	19477	12527	6950	0.6431688658	0.3568311342	686.3558999979399	380.79137103741374
2020	19480	12558	6922	0.6446611910	0.3553388090	784.9185139201154	432.6489849781047
2021	16434	10158	6276	0.6181087988	0.3818912012	679.0233134011447	419.52651259161104
2022	15986	9526	6460	0.5958964094	0.4041035906	680.60265986607	461.5466284626089
2023	7871	4449	3422	0.5652394867	0.4347605133	593.0812255998865	456.1753099579258
