period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	Mopsan	22		22.0	0.0	22.0	0.0	1.0
2009	Dorian Ertymexx	36		44.0	1.0	43.0	0.022727272727272728	0.9772727272727273
2009	idiblon	27		38.0	0.0	38.0	0.0	1.0
2009	BasseKatt	34		10.0	0.0	10.0	0.0	1.0
2009	WhiteAngels	29		11.0	0.0	11.0	0.0	1.0
2009	lokisse	48		11.0	0.0	11.0	0.0	1.0
2009	Sigrid	34		15.0	0.0	15.0	0.0	1.0
2009	Lavish	23		12.0	0.0	12.0	0.0	1.0
2009	LA Woman	34		11.0	0.0	11.0	0.0	1.0
2009	fruganL	19		11.0	0.0	11.0	0.0	1.0
2009	Heobea	21		13.0	0.0	13.0	0.0	1.0
2009	Beckah82	26		10.0	0.0	10.0	0.0	1.0
2009	guldplutt	38		19.0	0.0	19.0	0.0	1.0
2009	Bondfia	37		15.0	0.0	15.0	0.0	1.0
2009	abuelita	58		36.0	0.0	36.0	0.0	1.0
2009	mithrandil	26		14.0	0.0	14.0	0.0	1.0
2009	Myra	36		21.0	0.0	21.0	0.0	1.0
2009	Tjillevippen	28		16.0	1.0	15.0	0.0625	0.9375
2009	Stella 78	30		23.0	0.0	23.0	0.0	1.0
2009	NadiaMi	34		22.0	0.0	22.0	0.0	1.0
2009	Jojo 85	23		12.0	0.0	12.0	0.0	1.0
2009	lilaemma	28		11.0	0.0	11.0	0.0	1.0
2009	hejsvej	26		10.0	0.0	10.0	0.0	1.0
