period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	idiblon	27		15.0	0.0	15.0	0.0	1.0
2009	Dorian Ertymexx	36		24.0	15.0	9.0	0.625	0.375
2009	JAG är BÄST	36		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
2009	Gladabarnensmamma	26		10.0	6.0	4.0	0.6	0.4
2009	mamita64	44		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
2009	Stumpan84	24		11.0	0.0	11.0	0.0	1.0
2009	Impertiff	35		16.0	8.0	8.0	0.5	0.5
2009	Marlene	42		16.0	13.0	3.0	0.8125	0.1875
2009	Beckah82	26		12.0	6.0	6.0	0.5	0.5
2009	modestyclara	30		13.0	7.0	6.0	0.5384615384615384	0.46153846153846156
2009	guldplutt	38		11.0	10.0	1.0	0.9090909090909091	0.09090909090909091
2009	abuelita	58		17.0	14.0	3.0	0.8235294117647058	0.17647058823529413
2009	Heureka	34		13.0	9.0	4.0	0.6923076923076923	0.3076923076923077
2009	Stella 78	30		14.0	2.0	12.0	0.14285714285714285	0.8571428571428571
2009	saltflingan	19		19.0	8.0	11.0	0.42105263157894735	0.5789473684210527
2009	fru smurf	30		13.0	8.0	5.0	0.6153846153846154	0.38461538461538464
2009	NadiaMi	34		31.0	6.0	25.0	0.1935483870967742	0.8064516129032258
