period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2009	inga76	32		13.0	13.0	0.0	1.0	0.0
2009	Mara	35		16.0	10.0	6.0	0.625	0.375
2009	Camarogirl	38		35.0	7.0	28.0	0.2	0.8
2009	Gothica	34		10.0	4.0	6.0	0.4	0.6
2009	Helle68	40		17.0	17.0	0.0	1.0	0.0
2009	Emeli	55		116.0	112.0	4.0	0.9655172413793104	0.034482758620689655
2009	Solkattan	33		36.0	2.0	34.0	0.05555555555555555	0.9444444444444444
2009	Jola	32		25.0	15.0	10.0	0.6	0.4
2009	Jennie med ie	33		39.0	37.0	2.0	0.9487179487179487	0.05128205128205128
2009	Linha	37		19.0	0.0	19.0	0.0	1.0
2009	Smulan1973	35		12.0	11.0	1.0	0.9166666666666666	0.08333333333333333
2009	JAG är BÄST	36		161.0	126.0	35.0	0.782608695652174	0.21739130434782608
2009	Diwa	35		32.0	0.0	32.0	0.0	1.0
2009	Kajsala	48		13.0	12.0	1.0	0.9230769230769231	0.07692307692307693
2009	Fru Brastad	32		14.0	7.0	7.0	0.5	0.5
2009	hymafr	44		45.0	32.0	13.0	0.7111111111111111	0.28888888888888886
2009	Linaek	45		58.0	40.0	18.0	0.6896551724137931	0.3103448275862069
2009	Maskot	38		25.0	23.0	2.0	0.92	0.08
2009	yodi	29		16.0	5.0	11.0	0.3125	0.6875
2009	Myzan	33		33.0	9.0	24.0	0.2727272727272727	0.7272727272727273
2009	Atamon	37		81.0	77.0	4.0	0.9506172839506173	0.04938271604938271
2009	elinville	28		43.0	11.0	32.0	0.2558139534883721	0.7441860465116279
2009	Lakrids	32		13.0	9.0	4.0	0.6923076923076923	0.3076923076923077
2009	Pallas	35		84.0	11.0	73.0	0.13095238095238096	0.8690476190476191
2009	spaceylisie	25		23.0	18.0	5.0	0.782608695652174	0.21739130434782608
2009	Knasiga morsan	24		116.0	39.0	77.0	0.33620689655172414	0.6637931034482759
2009	solstraalen	27		24.0	2.0	22.0	0.08333333333333333	0.9166666666666666
2009	Miss Cee	28		49.0	46.0	3.0	0.9387755102040817	0.061224489795918366
2009	delifi2	34		203.0	16.0	187.0	0.07881773399014778	0.9211822660098522
2009	Fridapida	27		22.0	6.0	16.0	0.2727272727272727	0.7272727272727273
2009	Lilaa	27		22.0	2.0	20.0	0.09090909090909091	0.9090909090909091
2009	SuzR	27		88.0	14.0	74.0	0.1590909090909091	0.8409090909090909
2009	TigerLinn	23		45.0	3.0	42.0	0.06666666666666667	0.9333333333333333
2009	juzze	25		36.0	5.0	31.0	0.1388888888888889	0.8611111111111112
2009	hundpuss	21		120.0	11.0	109.0	0.09166666666666666	0.9083333333333333
2009	Pumpkin	24		120.0	52.0	68.0	0.43333333333333335	0.5666666666666667
2009	Dompans mamma	26		16.0	6.0	10.0	0.375	0.625
2009	lokisse	48		83.0	65.0	18.0	0.7831325301204819	0.21686746987951808
2009	anniebananie	26		13.0	11.0	2.0	0.8461538461538461	0.15384615384615385
2009	83an	25		35.0	4.0	31.0	0.11428571428571428	0.8857142857142857
2009	Tattyn	31		29.0	29.0	0.0	1.0	0.0
2009	Hemlighet	24		72.0	71.0	1.0	0.9861111111111112	0.013888888888888888
2009	crazy cat lady	23		17.0	3.0	14.0	0.17647058823529413	0.8235294117647058
2009	Eleni	23		25.0	3.0	22.0	0.12	0.88
2009	Kary	27		14.0	10.0	4.0	0.7142857142857143	0.2857142857142857
2009	MajaMaria79	29		20.0	19.0	1.0	0.95	0.05
2009	så mycket bättre	22		35.0	29.0	6.0	0.8285714285714286	0.17142857142857143
2009	Floff	26		47.0	14.0	33.0	0.2978723404255319	0.7021276595744681
2009	sazzia	22		36.0	14.0	22.0	0.3888888888888889	0.6111111111111112
2009	Rocktroll	24		31.0	3.0	28.0	0.0967741935483871	0.9032258064516129
2009	annie dark	32		21.0	3.0	18.0	0.14285714285714285	0.8571428571428571
2009	Gladabarnensmamma	26		61.0	6.0	55.0	0.09836065573770492	0.9016393442622951
2009	sara1981	27		24.0	14.0	10.0	0.5833333333333334	0.4166666666666667
2009	modestyclara	30		136.0	33.0	103.0	0.2426470588235294	0.7573529411764706
2009	Freksta	23		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
2009	Wonderchild2009	19		12.0	4.0	8.0	0.3333333333333333	0.6666666666666666
2009	bili	49		23.0	0.0	23.0	0.0	1.0
2009	fjonkan	20		29.0	18.0	11.0	0.6206896551724138	0.3793103448275862
2009	StaffenAssar	26		54.0	40.0	14.0	0.7407407407407407	0.25925925925925924
2009	giftgrodan	29		13.0	11.0	2.0	0.8461538461538461	0.15384615384615385
2009	kath	32		15.0	1.0	14.0	0.06666666666666667	0.9333333333333333
2009	Thesso	18		37.0	18.0	19.0	0.4864864864864865	0.5135135135135135
2009	ThereseK	28		14.0	4.0	10.0	0.2857142857142857	0.7142857142857143
2009	Nagoyam W	25		11.0	7.0	4.0	0.6363636363636364	0.36363636363636365
2009	LHUF	29		74.0	0.0	74.0	0.0	1.0
2009	Chaplin	33		12.0	11.0	1.0	0.9166666666666666	0.08333333333333333
2009	passau	32		42.0	5.0	37.0	0.11904761904761904	0.8809523809523809
2009	Mamma Tes	27		64.0	14.0	50.0	0.21875	0.78125
2009	Helena85	23		25.0	0.0	25.0	0.0	1.0
2009	annis83	25		16.0	0.0	16.0	0.0	1.0
2009	Beckah82	26		81.0	18.0	63.0	0.2222222222222222	0.7777777777777778
2009	Malo	27		12.0	0.0	12.0	0.0	1.0
2009	Fe73	35		18.0	2.0	16.0	0.1111111111111111	0.8888888888888888
2009	Alfonsina	31		73.0	57.0	16.0	0.7808219178082192	0.2191780821917808
2009	Butterscotch	34		50.0	40.0	10.0	0.8	0.2
2009	FreeForAll	25		71.0	9.0	62.0	0.1267605633802817	0.8732394366197183
2009	Lavish	23		232.0	95.0	137.0	0.40948275862068967	0.5905172413793104
2009	Örnie	46		27.0	22.0	5.0	0.8148148148148148	0.18518518518518517
2009	musli	37		49.0	32.0	17.0	0.6530612244897959	0.3469387755102041
2009	Mylla	29		10.0	4.0	6.0	0.4	0.6
2009	Svart ros	26		39.0	1.0	38.0	0.02564102564102564	0.9743589743589743
2009	MrsCD	28		81.0	5.0	76.0	0.06172839506172839	0.9382716049382716
2009	Horst	33		19.0	15.0	4.0	0.7894736842105263	0.21052631578947367
2009	Trollungen08	24		24.0	5.0	19.0	0.20833333333333334	0.7916666666666666
2009	sleeping angel	25		96.0	67.0	29.0	0.6979166666666666	0.3020833333333333
2009	Bina86	22		14.0	10.0	4.0	0.7142857142857143	0.2857142857142857
2009	Smurfan JM	23		11.0	2.0	9.0	0.18181818181818182	0.8181818181818182
2009	AnnaKlara	38		10.0	4.0	6.0	0.4	0.6
2009	Disco	29		20.0	9.0	11.0	0.45	0.55
2009	En glad tjej	30		20.0	1.0	19.0	0.05	0.95
2009	Tittij	31		38.0	0.0	38.0	0.0	1.0
2009	Norpan81	27		31.0	6.0	25.0	0.1935483870967742	0.8064516129032258
2009	fabler	45		68.0	0.0	68.0	0.0	1.0
2009	livet leker	19		33.0	14.0	19.0	0.42424242424242425	0.5757575757575758
2009	MissLillan	48		24.0	21.0	3.0	0.875	0.125
2009	fruganL	19		143.0	4.0	139.0	0.027972027972027972	0.972027972027972
2009	ZezzA80	28		12.0	2.0	10.0	0.16666666666666666	0.8333333333333334
2009	swiitii	21		83.0	52.0	31.0	0.6265060240963856	0.37349397590361444
2009	luzorsus	31		28.0	4.0	24.0	0.14285714285714285	0.8571428571428571
2009	mazquE	19		14.0	0.0	14.0	0.0	1.0
2009	Jenny28	33		58.0	3.0	55.0	0.05172413793103448	0.9482758620689655
2009	Seven Costanza	25		18.0	0.0	18.0	0.0	1.0
2009	Sazee	19		50.0	0.0	50.0	0.0	1.0
2009	LuMa	30		39.0	36.0	3.0	0.9230769230769231	0.07692307692307693
2009	CeeJay	36		59.0	25.0	34.0	0.423728813559322	0.576271186440678
2009	stormfågel	29		19.0	19.0	0.0	1.0	0.0
2009	BeccaStina	22		26.0	2.0	24.0	0.07692307692307693	0.9230769230769231
2009	hannis	30		21.0	11.0	10.0	0.5238095238095238	0.47619047619047616
2009	cid	24		36.0	5.0	31.0	0.1388888888888889	0.8611111111111112
2009	Anatha	30		73.0	33.0	40.0	0.4520547945205479	0.547945205479452
2009	Stella 78	30		86.0	1.0	85.0	0.011627906976744186	0.9883720930232558
2009	Chokladpinglan	24		22.0	2.0	20.0	0.09090909090909091	0.9090909090909091
2009	Sara K	23		22.0	1.0	21.0	0.045454545454545456	0.9545454545454546
2009	Helen 1984	24		13.0	6.0	7.0	0.46153846153846156	0.5384615384615384
2009	Stumpan84	24		111.0	4.0	107.0	0.036036036036036036	0.963963963963964
2009	Lorelei	31		37.0	16.0	21.0	0.43243243243243246	0.5675675675675675
2009	ajmaj	34		16.0	0.0	16.0	0.0	1.0
2009	Kickiliisa	31		15.0	2.0	13.0	0.13333333333333333	0.8666666666666667
2009	sallybuse	49		11.0	11.0	0.0	1.0	0.0
2009	Dorian Ertymexx	36		470.0	166.0	304.0	0.35319148936170214	0.6468085106382979
2009	Tigra79	29		21.0	6.0	15.0	0.2857142857142857	0.7142857142857143
2009	clembke	28		26.0	16.0	10.0	0.6153846153846154	0.38461538461538464
2009	mirrebusan	24		12.0	11.0	1.0	0.9166666666666666	0.08333333333333333
2009	EXPOSED	38		18.0	14.0	4.0	0.7777777777777778	0.2222222222222222
2009	idiblon	27		95.0	59.0	36.0	0.6210526315789474	0.37894736842105264
2009	Jaja88	20		10.0	0.0	10.0	0.0	1.0
2009	Hedi	43		166.0	91.0	75.0	0.5481927710843374	0.45180722891566266
2009	Lena	29		59.0	23.0	36.0	0.3898305084745763	0.6101694915254238
2009	EmmaOh	29		48.0	31.0	17.0	0.6458333333333334	0.3541666666666667
2009	Teza73	35		16.0	0.0	16.0	0.0	1.0
2009	NorrVimpel	36		35.0	5.0	30.0	0.14285714285714285	0.8571428571428571
2009	mika85	23		18.0	6.0	12.0	0.3333333333333333	0.6666666666666666
2009	ingra	34		26.0	26.0	0.0	1.0	0.0
2009	Emmel	36		54.0	28.0	26.0	0.5185185185185185	0.48148148148148145
2009	Lilla Morran	25		39.0	14.0	25.0	0.358974358974359	0.6410256410256411
