year	v2rel_macroave	total_occurrences	total_authors
2004	0.9217948717948719	74.0	13.0
2005	0.8614984882842025	271.0	42.0
2006	0.8145316788996301	554.0	84.0
2007	0.8392618145743145	475.0	80.0
2008	0.85874861572536	493.0	86.0
2009	0.8706300215559474	481.0	81.0
2010	0.8178747795414463	254.0	45.0
2011	0.8842342342342341	203.0	37.0
2012	0.8445238095238097	126.0	20.0
2013	0.9409090909090909	55.0	11.0
