period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	62	43	19	0.6935483871	0.3064516129	13.532906994309885	5.979656578881112
2001	72	49	23	0.6805555556	0.3194444444	14.890150196033385	6.989254173648324
2002	150	54	96	0.3600000000	0.6400000000	8.956906828430615	15.923389917209983
2003	124	66	58	0.5322580645	0.4677419355	9.288856412294619	8.162934422925574
2004	445	216	229	0.4853932584	0.5146067416	9.272246286658534	9.830298146503724
2005	952	390	562	0.4096638655	0.5903361345	9.27520327202535	13.365805740713451
2006	1314	587	727	0.4467275495	0.5532724505	10.25454721038058	12.700265454764363
2007	1961	756	1205	0.3855175931	0.6144824069	8.566870452419602	13.654866263446587
2008	2931	1200	1731	0.4094165814	0.5905834186	9.646015739323499	13.914377703974147
2009	3744	1574	2170	0.4204059829	0.5795940171	10.28526751415572	14.179816077330313
2010	4618	1795	2823	0.3886964054	0.6113035946	10.387244399066171	16.336039520091255
2011	5463	2173	3290	0.3977667948	0.6022332052	11.540856013810744	17.473270264812403
2012	5414	2175	3239	0.4017362394	0.5982637606	11.94101992615838	17.78251197279402
2013	5148	2195	2953	0.4263791764	0.5736208236	13.494393810958274	18.15441682175844
2014	4420	1807	2613	0.4088235294	0.5911764706	13.712737797807161	19.82921077236863
2015	3952	1577	2375	0.3990384615	0.6009615385	13.772014886735919	20.740986275204698
2016	3738	1589	2149	0.4250936330	0.5749063670	13.751687177970148	18.598096756109406
2017	3721	1608	2113	0.4321418973	0.5678581027	16.299785492592846	21.418810165328786
2018	3662	1526	2136	0.4167121791	0.5832878209	16.409485086702944	22.968977814677256
2019	3865	1610	2255	0.4165588616	0.5834411384	16.73071169246882	23.433388115849183
2020	4360	1714	2646	0.3931192661	0.6068807339	16.10906146643606	24.868481120297446
2021	4763	1732	3031	0.3636363636	0.6363636364	15.86138715449993	27.75742752037488
2022	4149	1553	2596	0.3743070619	0.6256929381	16.087338106787357	26.891648245473267
2023	4707	1782	2925	0.3785850860	0.6214149140	17.616642115572468	28.916205492732587
2024	4561	1954	2607	0.4284148213	0.5715851787	21.56853828007133	28.77644795094471
