period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	702	15	687	0.0213675214	0.9786324786	4.7207815096429835	216.2117931416486
2001	830	22	808	0.0265060241	0.9734939759	6.685373557402745	245.53553792642808
2002	1412	41	1371	0.0290368272	0.9709631728	6.80061444380843	227.40591225515507
2003	1696	29	1667	0.0170990566	0.9829009434	4.081467211462787	234.61399453477466
2004	6176	96	6080	0.0155440415	0.9844559585	4.1209983496260145	260.99656214298096
2005	12783	164	12619	0.0128295392	0.9871704608	3.900341888749121	300.112282281251
2006	18126	222	17904	0.0122476001	0.9877523999	3.8782103589514283	312.7724246246233
2007	27224	292	26931	0.0107258301	0.9892374376	3.308897053050957	305.1777621086141
2008	36674	449	36224	0.0122430059	0.9877297268	3.6092175557968758	291.18106178437864
2009	45009	516	44492	0.0114643738	0.9885134084	3.3717903667753184	290.73197092745636
2010	51411	610	50797	0.0118651650	0.9880570306	3.5299270659779185	293.9503363450498
2011	55748	667	55079	0.0119645548	0.9879995695	3.5424532725318763	292.5259127403047
2012	55575	657	54918	0.0118218623	0.9881781377	3.6070115363154276	301.5066355424211
2013	47051	533	46514	0.0113281333	0.9885868526	3.276770797831781	285.9581930400515
2014	38384	445	37939	0.0115933722	0.9884066278	3.376960885458875	287.9067843447736
2015	31717	391	31326	0.0123277737	0.9876722263	3.4146213194126473	273.5714257082368
2016	27900	444	27455	0.0159139785	0.9840501792	3.8425104512389834	237.60388387109526
2017	25587	321	25266	0.0125454332	0.9874545668	3.253875089006408	256.1134205571212
2018	23810	298	23511	0.0125157497	0.9874422512	3.2044734966169575	252.82005496295736
2019	24304	295	24009	0.0121379197	0.9878620803	3.0655651858871438	249.49543914564214
2020	26865	332	26533	0.0123580867	0.9876419133	3.1203082887145697	249.37090308573397
2021	27812	349	27463	0.0125485402	0.9874514598	3.196087827321291	251.50189112242006
2022	23848	347	23501	0.0145504864	0.9854495136	3.5945307939827513	243.44400054578858
2023	24885	413	24471	0.0165963432	0.9833634720	4.082869356751644	241.9174237991997
2024	23502	1629	21873	0.0693132499	0.9306867501	17.981140664399284	241.43737860798376
